SampleID;x1;x2;y;RandomEffect
32;0.021132353;0.863888889;0.741040582;Castlemaine Harbour
33;0.021132353;0.863888889;0.799593479;Castlemaine Harbour
34;0.021132353;0.863888889;0.808387859;Castlemaine Harbour
35;0.021132353;0.863888889;0.486592521;Castlemaine Harbour
36;0.021132353;0.863888889;0.753841903;Castlemaine Harbour
37;0.021132353;0.863888889;0.974364636;Castlemaine Harbour
38;0.021132353;0.863888889;0.806954646;Castlemaine Harbour
39;0.021132353;0.863888889;0.805182319;Castlemaine Harbour
40;0.021132353;0.863888889;0.739917123;Castlemaine Harbour
41;0.033955556;0.69;0.850086681;Colligan Estuary
42;0.033955556;0.69;0.833359996;Colligan Estuary
43;0.033955556;0.69;0.850097475;Colligan Estuary
44;0.033955556;0.69;0.777064385;Colligan Estuary
45;0.033955556;0.69;0.81228543;Colligan Estuary
46;0.033955556;0.69;0.846656439;Colligan Estuary
47;0.033955556;0.69;0.793836287;Colligan Estuary
48;0.033955556;0.69;0.945260145;Colligan Estuary
49;0.033955556;0.69;0.798491995;Colligan Estuary
50;0.033955556;0.69;0.595712583;Colligan Estuary
51;0.033745358;0.557608696;1.111199194;Corrib Estuary
52;0.033745358;0.557608696;0.832071682;Corrib Estuary
53;0.033745358;0.557608696;0.875191708;Corrib Estuary
54;0.033745358;0.557608696;0.899054606;Corrib Estuary
55;0.033745358;0.557608696;0.916806267;Corrib Estuary
56;0.033745358;0.557608696;0.839236779;Corrib Estuary
57;0.033745358;0.557608696;0.639290412;Corrib Estuary
58;0.033745358;0.557608696;0.804707114;Corrib Estuary
59;0.033745358;0.557608696;0.752573278;Corrib Estuary
60;0.033745358;0.557608696;0.803116938;Corrib Estuary
61;0.051328125;0.732142857;0.567578085;Fergus Estuary
62;0.051328125;0.732142857;0.577154328;Fergus Estuary
63;0.051328125;0.732142857;0.972323958;Fergus Estuary
64;0.051328125;0.732142857;0.807842184;Fergus Estuary
65;0.051328125;0.732142857;0.732968888;Fergus Estuary
66;0.038856009;1.126346801;0.846952804;Ilen Estuary
67;0.038856009;1.126346801;0.843373131;Ilen Estuary
68;0.038856009;1.126346801;0.887956951;Ilen Estuary
69;0.038856009;1.126346801;0.782967142;Ilen Estuary
70;0.038856009;1.126346801;0.939622001;Ilen Estuary
71;0.038856009;1.126346801;0.82076833;Ilen Estuary
72;0.038856009;1.126346801;0.82603506;Ilen Estuary
73;0.038856009;1.126346801;0.861006895;Ilen Estuary
74;0.038856009;1.126346801;0.705558317;Ilen Estuary
75;0.038856009;1.126346801;0.452818071;Ilen Estuary
76;0.055885468;1.1791875;0.799624605;Inner Dundalk Bay
77;0.055885468;1.1791875;0.821977819;Inner Dundalk Bay
78;0.055885468;1.1791875;0.789485215;Inner Dundalk Bay
79;0.055885468;1.1791875;0.754626999;Inner Dundalk Bay
80;0.055885468;1.1791875;0.879224308;Inner Dundalk Bay
81;0.075448787;0.890740741;0.86050443;Inner Dundalk Bay
82;0.075448787;0.890740741;0.677787351;Inner Dundalk Bay
83;0.075448787;0.890740741;0.68305207;Inner Dundalk Bay
84;0.075448787;0.890740741;0.666702664;Inner Dundalk Bay
85;0.075448787;0.890740741;0.635087466;Inner Dundalk Bay
86;0.108149191;0.935493827;0.692215438;Inner Dundalk Bay
87;0.108149191;0.935493827;0.780174901;Inner Dundalk Bay
88;0.108149191;0.935493827;0.676159966;Inner Dundalk Bay
89;0.108149191;0.935493827;0.716784016;Inner Dundalk Bay
90;0.108149191;0.935493827;0.720694486;Inner Dundalk Bay
91;0.078891667;0.873611111;0.692215438;Inner Dundalk Bay
92;0.078891667;0.873611111;0.780174901;Inner Dundalk Bay
93;0.078891667;0.873611111;0.676159966;Inner Dundalk Bay
94;0.078891667;0.873611111;0.716784016;Inner Dundalk Bay
95;0.078891667;0.873611111;0.720694486;Inner Dundalk Bay
96;0.032092593;0.921052632;0.909294139;Inner Kenmare river
97;0.032092593;0.921052632;0.615777546;Inner Kenmare river
98;0.032092593;0.921052632;0.705991605;Inner Kenmare river
99;0.032092593;0.921052632;0.71423207;Inner Kenmare river
100;0.032092593;0.921052632;0.587430278;Inner Kenmare river
101;0.018565217;0.568085106;0.824419751;Kilmakilloge Harbour
102;0.018565217;0.568085106;0.900962831;Kilmakilloge Harbour
103;0.018565217;0.568085106;0.893639946;Kilmakilloge Harbour
104;0.018565217;0.568085106;0.918906403;Kilmakilloge Harbour
105;0.018565217;0.568085106;0.812730635;Kilmakilloge Harbour
106;0.021198258;1.166044017;0.92152706;Kinvarra Bay
107;0.021198258;1.166044017;0.95343906;Kinvarra Bay
108;0.021198258;1.166044017;0.955102561;Kinvarra Bay
109;0.021198258;1.166044017;0.614417961;Kinvarra Bay
110;0.021198258;1.166044017;0.727086668;Kinvarra Bay
111;0.021198258;1.166044017;0.764280059;Kinvarra Bay
112;0.021198258;1.166044017;0.756466378;Kinvarra Bay
113;0.021198258;1.166044017;0.826042305;Kinvarra Bay
114;0.021198258;1.166044017;0.75841612;Kinvarra Bay
115;0.021198258;1.166044017;0.591293765;Kinvarra Bay
116;0.021465677;1.294670868;0.809448642;Kinvarra Bay
117;0.021465677;1.294670868;0.618995414;Kinvarra Bay
118;0.021465677;1.294670868;0.76150483;Kinvarra Bay
119;0.021465677;1.294670868;0.765894274;Kinvarra Bay
120;0.021465677;1.294670868;0.760742959;Kinvarra Bay
121;0.021465677;1.294670868;0.72253196;Kinvarra Bay
122;0.021465677;1.294670868;0.741878821;Kinvarra Bay
123;0.021465677;1.294670868;0.897597633;Kinvarra Bay
124;0.021465677;1.294670868;0.673726846;Kinvarra Bay
125;0.021465677;1.294670868;0.592337813;Kinvarra Bay
126;0.033671493;1.050203252;0.669196768;Kinvarra Bay
127;0.033671493;1.050203252;0.413313043;Kinvarra Bay
128;0.033671493;1.050203252;0.683875225;Kinvarra Bay
129;0.033671493;1.050203252;0.574406726;Kinvarra Bay
130;0.033671493;1.050203252;0.730943502;Kinvarra Bay
131;0.033671493;1.050203252;0.711466623;Kinvarra Bay
132;0.033671493;1.050203252;0.555194344;Kinvarra Bay
133;0.033671493;1.050203252;0.715542268;Kinvarra Bay
134;0.033671493;1.050203252;0.579397563;Kinvarra Bay
135;0.033671493;1.050203252;0.462011898;Kinvarra Bay
136;0.040522611;0.984240049;0.364218752;Kinvarra Bay
137;0.040522611;0.984240049;0.736013782;Kinvarra Bay
138;0.040522611;0.984240049;0.524060225;Kinvarra Bay
139;0.040522611;0.984240049;0.807277881;Kinvarra Bay
140;0.040522611;0.984240049;0.754879297;Kinvarra Bay
141;0.040522611;0.984240049;1.027749507;Kinvarra Bay
142;0.040522611;0.984240049;0.647507817;Kinvarra Bay
143;0.040522611;0.984240049;0.83335257;Kinvarra Bay
144;0.040522611;0.984240049;0.961521627;Kinvarra Bay
145;0.040522611;0.984240049;0.963106218;Kinvarra Bay
146;0.040522611;0.984240049;0.669196768;Kinvarra Bay
147;0.040522611;0.984240049;0.413313043;Kinvarra Bay
148;0.040522611;0.984240049;0.683875225;Kinvarra Bay
149;0.040522611;0.984240049;0.574406726;Kinvarra Bay
150;0.040522611;0.984240049;0.730943502;Kinvarra Bay
151;0.040522611;0.984240049;0.711466623;Kinvarra Bay
152;0.040522611;0.984240049;0.555194344;Kinvarra Bay
153;0.040522611;0.984240049;0.715542268;Kinvarra Bay
154;0.040522611;0.984240049;0.579397563;Kinvarra Bay
155;0.040522611;0.984240049;0.462011898;Kinvarra Bay
156;0.349084674;1.151970443;0.772796055;Liffey Eastuary Lower
157;0.349084674;1.151970443;0.646703414;Liffey Eastuary Lower
158;0.349084674;1.151970443;0.611048448;Liffey Eastuary Lower
159;0.349084674;1.151970443;0.681934174;Liffey Eastuary Lower
160;0.349084674;1.151970443;0.796555924;Liffey Eastuary Lower
161;0.349084674;1.151970443;0.822903577;Liffey Eastuary Lower
162;0.349084674;1.151970443;1.12200165;Liffey Eastuary Lower
163;0.349084674;1.151970443;0.814365567;Liffey Eastuary Lower
164;0.349084674;1.151970443;0.349775662;Liffey Eastuary Lower
165;0.349084674;1.151970443;0.663959232;Liffey Eastuary Lower
166;0.349084674;1.151970443;0.387276808;Liffey Eastuary Lower
167;0.349084674;1.151970443;0.623591488;Liffey Eastuary Lower
168;0.349084674;1.151970443;0.709170917;Liffey Eastuary Lower
169;0.349084674;1.151970443;0.679557049;Liffey Eastuary Lower
170;0.114598592;1.212663477;0.577059237;Lough Mahon
171;0.114598592;1.212663477;0.470086725;Lough Mahon
172;0.114598592;1.212663477;0.612046428;Lough Mahon
173;0.114598592;1.212663477;0.688989447;Lough Mahon
174;0.114598592;1.212663477;0.693985167;Lough Mahon
175;0.114598592;1.212663477;0.553790761;Lough Mahon
176;0.114598592;1.212663477;0.818688462;Lough Mahon
177;0.114598592;1.212663477;0.695165085;Lough Mahon
178;0.114598592;1.212663477;0.473525464;Lough Mahon
179;0.114598592;1.212663477;0.736275335;Lough Mahon
180;0.114598592;1.212663477;0.695530193;Lough Mahon
181;0.114598592;1.212663477;0.63363339;Lough Mahon
182;0.114598592;1.212663477;0.394179162;Lough Mahon
183;0.114598592;1.212663477;0.412283661;Lough Mahon
184;0.114598592;1.212663477;0.388857539;Lough Mahon
185;0.058498922;1.391621363;0.28904222;Lower Bandon Estuary
186;0.058498922;1.391621363;0.435179833;Lower Bandon Estuary
187;0.058498922;1.391621363;0.558992281;Lower Bandon Estuary
188;0.058498922;1.391621363;0.463528961;Lower Bandon Estuary
189;0.058498922;1.391621363;0.610785845;Lower Bandon Estuary
190;0.058498922;1.391621363;0.621668325;Lower Bandon Estuary
191;0.058498922;1.391621363;0.676595155;Lower Bandon Estuary
192;0.058498922;1.391621363;0.611910375;Lower Bandon Estuary
193;0.058498922;1.391621363;0.897275028;Lower Bandon Estuary
194;0.058498922;1.391621363;0.869184727;Lower Bandon Estuary
195;0.058498922;1.391621363;0.779612277;Lower Bandon Estuary
196;0.058498922;1.391621363;0.876521611;Lower Bandon Estuary
197;0.058498922;1.391621363;0.826538811;Lower Bandon Estuary
198;0.058498922;1.391621363;0.76114148;Lower Bandon Estuary
199;0.058498922;1.391621363;0.804048252;Lower Bandon Estuary
200;0.042186618;1.082480629;0.557346806;Lower Blackwater Estuary
201;0.042186618;1.082480629;0.60645751;Lower Blackwater Estuary
202;0.042186618;1.082480629;0.720110788;Lower Blackwater Estuary
203;0.042186618;1.082480629;0.689738844;Lower Blackwater Estuary
204;0.042186618;1.082480629;0.686816189;Lower Blackwater Estuary
205;0.042186618;1.082480629;0.483874738;Lower Blackwater Estuary
206;0.042186618;1.082480629;0.745445567;Lower Blackwater Estuary
207;0.042186618;1.082480629;0.519734254;Lower Blackwater Estuary
208;0.042186618;1.082480629;0.691455841;Lower Blackwater Estuary
209;0.042186618;1.082480629;0.629176032;Lower Blackwater Estuary
210;0.042186618;1.082480629;0.711551269;Lower Blackwater Estuary
211;0.042186618;1.082480629;0.869581935;Lower Blackwater Estuary
212;0.042186618;1.082480629;0.581364181;Lower Blackwater Estuary
213;0.042186618;1.082480629;0.554990249;Lower Blackwater Estuary
214;0.042186618;1.082480629;0.600046995;Lower Blackwater Estuary
215;0.029673913;0.5;0.820953576;Lower Shannon Estuary
216;0.029673913;0.5;1.013760742;Lower Shannon Estuary
217;0.029673913;0.5;1.099531327;Lower Shannon Estuary
218;0.029673913;0.5;0.840154715;Lower Shannon Estuary
219;0.029673913;0.5;1.022782075;Lower Shannon Estuary
220;0.029673913;0.5;0.7714516;Lower Shannon Estuary
221;0.029673913;0.5;0.849176901;Lower Shannon Estuary
222;0.029673913;0.5;0.96121603;Lower Shannon Estuary
223;0.029673913;0.5;0.938641342;Lower Shannon Estuary
224;0.029673913;0.5;0.755822386;Lower Shannon Estuary
225;0.070623968;1.833902863;0.509485808;Lower Slaney Estuary
226;0.070623968;1.833902863;0.601590443;Lower Slaney Estuary
227;0.070623968;1.833902863;0.540904128;Lower Slaney Estuary
228;0.070623968;1.833902863;0.616248287;Lower Slaney Estuary
229;0.070623968;1.833902863;0.497554806;Lower Slaney Estuary
230;0.070623968;1.833902863;0.402570696;Lower Slaney Estuary
231;0.070623968;1.833902863;0.428807921;Lower Slaney Estuary
232;0.070623968;1.833902863;0.365445375;Lower Slaney Estuary
233;0.070623968;1.833902863;0.708005555;Lower Slaney Estuary
234;0.070623968;1.833902863;0.54448736;Lower Slaney Estuary
235;0.071731676;0.866618567;0.577664244;Lower Suir Estuary
236;0.071731676;0.866618567;0.538905252;Lower Suir Estuary
237;0.071731676;0.866618567;0.565761331;Lower Suir Estuary
238;0.071731676;0.866618567;0.528549387;Lower Suir Estuary
239;0.071731676;0.866618567;0.625112549;Lower Suir Estuary
240;0.071731676;0.866618567;0.470371295;Lower Suir Estuary
241;0.071731676;0.866618567;0.471314946;Lower Suir Estuary
242;0.071731676;0.866618567;0.594144729;Lower Suir Estuary
243;0.071731676;0.866618567;0.401338425;Lower Suir Estuary
244;0.071731676;0.866618567;0.651816362;Lower Suir Estuary
245;0.020025641;0.928571429;0.923714982;Newport Bay
246;0.020025641;0.928571429;0.90246506;Newport Bay
247;0.020025641;0.928571429;0.969905777;Newport Bay
248;0.020025641;0.928571429;0.814550015;Newport Bay
249;0.020025641;0.928571429;0.862247214;Newport Bay
250;0.020025641;0.928571429;0.838117867;Newport Bay
251;0.020025641;0.928571429;0.934246765;Newport Bay
252;0.020025641;0.928571429;0.898655178;Newport Bay
253;0.020025641;0.928571429;1.018184693;Newport Bay
254;0.020025641;0.928571429;0.819864116;Newport Bay
255;0.052255993;1.084493827;0.567442275;North Channel Great Island
256;0.052255993;1.084493827;0.582161886;North Channel Great Island
257;0.052255993;1.084493827;0.413600127;North Channel Great Island
258;0.052255993;1.084493827;0;North Channel Great Island
259;0.052255993;1.084493827;0.395398676;North Channel Great Island
260;0.052255993;1.084493827;0.455569112;North Channel Great Island
261;0.052255993;1.084493827;0.705956852;North Channel Great Island
262;0.052255993;1.084493827;0.36215021;North Channel Great Island
263;0.052255993;1.084493827;0.537528279;North Channel Great Island
264;0.052255993;1.084493827;0.656684145;North Channel Great Island
265;0.052255993;1.084493827;0.744846839;North Channel Great Island
266;0.052255993;1.084493827;0.633165596;North Channel Great Island
267;0.052255993;1.084493827;0.831867068;North Channel Great Island
268;0.052255993;1.084493827;0.787010097;North Channel Great Island
269;0.052255993;1.084493827;0.591091146;North Channel Great Island
270;0.020333333;1.091666667;0.679873572;Sruwaddacon Bay
271;0.020333333;1.091666667;0.663195931;Sruwaddacon Bay
272;0.020333333;1.091666667;0.619557976;Sruwaddacon Bay
273;0.020333333;1.091666667;0.614467897;Sruwaddacon Bay
274;0.020333333;1.091666667;0.809431556;Sruwaddacon Bay
275;0.020333333;1.091666667;0.746254272;Sruwaddacon Bay
276;0.020333333;1.091666667;0.63092661;Sruwaddacon Bay
277;0.020333333;1.091666667;0.583327195;Sruwaddacon Bay
278;0.020333333;1.091666667;0.532044436;Sruwaddacon Bay
279;0.020333333;1.091666667;0.585704521;Sruwaddacon Bay
280;0.020333333;1.091666667;0.577168276;Sruwaddacon Bay
281;0.020333333;1.091666667;0.614864874;Sruwaddacon Bay
282;0.020333333;1.091666667;0.574222218;Sruwaddacon Bay
283;0.020333333;1.091666667;0.712074284;Sruwaddacon Bay
284;0.020333333;1.091666667;0.379272519;Sruwaddacon Bay
285;0.131866667;1.148599034;0.460402576;Tolka Estuary
286;0.131866667;1.148599034;0.442577898;Tolka Estuary
287;0.131866667;1.148599034;0.519133919;Tolka Estuary
288;0.131866667;1.148599034;0.753665147;Tolka Estuary
289;0.131866667;1.148599034;0.582292529;Tolka Estuary
290;0.131866667;1.148599034;0.60258512;Tolka Estuary
291;0.131866667;1.148599034;0.583071244;Tolka Estuary
292;0.204020532;1.238080808;0.341923043;Tolka Estuary
293;0.204020532;1.238080808;0.498013813;Tolka Estuary
294;0.204020532;1.238080808;0.510116252;Tolka Estuary
295;0.204020532;1.238080808;0.580423715;Tolka Estuary
296;0.204020532;1.238080808;0.534253094;Tolka Estuary
297;0.204020532;1.238080808;0.898882261;Tolka Estuary
298;0.204020532;1.238080808;0.562749051;Tolka Estuary
299;0.212225559;1.258636364;0.454120076;Tolka Estuary
300;0.212225559;1.258636364;0.32054033;Tolka Estuary
301;0.212225559;1.258636364;0.615387083;Tolka Estuary
302;0.212225559;1.258636364;0.556713131;Tolka Estuary
303;0.212225559;1.258636364;0.638486074;Tolka Estuary
304;0.212225559;1.258636364;0.791717764;Tolka Estuary
305;0.212225559;1.258636364;0.545290899;Tolka Estuary
306;0.151954191;1.269747475;0.341923043;Tolka Estuary
307;0.151954191;1.269747475;0.498013813;Tolka Estuary
308;0.151954191;1.269747475;0.510116252;Tolka Estuary
309;0.151954191;1.269747475;0.580423715;Tolka Estuary
310;0.151954191;1.269747475;0.534253094;Tolka Estuary
311;0.151954191;1.269747475;0.898882261;Tolka Estuary
312;0.151954191;1.269747475;0.562749051;Tolka Estuary
313;0.151954191;1.269747475;0.544940681;Tolka Estuary
314;0.151954191;1.269747475;0.739070569;Tolka Estuary
315;0.151954191;1.269747475;0.808234576;Tolka Estuary
316;0.151954191;1.269747475;0.542314456;Tolka Estuary
317;0.151954191;1.269747475;0.433083312;Tolka Estuary
318;0.151954191;1.269747475;0.686241272;Tolka Estuary
319;0.151954191;1.269747475;0.514631615;Tolka Estuary
320;0.151954191;1.269747475;0.454120076;Tolka Estuary
321;0.151954191;1.269747475;0.32054033;Tolka Estuary
322;0.151954191;1.269747475;0.615387083;Tolka Estuary
323;0.151954191;1.269747475;0.556713131;Tolka Estuary
324;0.151954191;1.269747475;0.638486074;Tolka Estuary
325;0.151954191;1.269747475;0.791717764;Tolka Estuary
326;0.151954191;1.269747475;0.545290899;Tolka Estuary
327;0.014388889;0.55;0.486591707;Westport Bay
328;0.014388889;0.55;0.741131597;Westport Bay
329;0.014388889;0.55;0.590612764;Westport Bay
330;0.014388889;0.55;0.75309904;Westport Bay
331;0.014388889;0.55;0.753232398;Westport Bay
332;0.014388889;0.55;0.728327732;Westport Bay
333;0.014388889;0.55;0.74093592;Westport Bay
334;0.014388889;0.55;0.831913615;Westport Bay
335;0.014388889;0.55;0.670205189;Westport Bay
336;0.014388889;0.55;0.698827992;Westport Bay
