SampleID;x1;x2;y;RandomEffect
4;42.5;19.67649767;25.45833333;2008
5;17.5;19.18709336;10.775;2008
6;83.83;19.09811075;42.30092593;2008
7;83.83;17.66007452;15.94722222;2013
10;15;20.36746692;2.129166667;2006
11;15;18.65706655;4.179166667;2011
12;100;19.29039055;50.10416667;2008
16;10;18.46633428;0.081481481;2009
17;39;18.62147351;16.54888889;2010
18;28.5;21.09480298;0.848263889;2009
19;28.5;20.65917511;0.663888889;2013
20;13;21.27663699;5.302222222;2007
21;13;20.59920857;6.640888889;2013
22;51.5;21.50683112;0;2008
23;8;22.23880974;5.606944444;2007
24;8;23.16577633;1.854861111;2013
25;17.25;23.35031852;7.438888889;2008
28;20;22.27517655;0;2008
29;39.5;21.7114911;4.113888889;2008
30;20;17.74712272;0;2008
31;22.5;21.21357541;1.348888889;2009
32;42.25;21.19655265;0;2009
33;84;21.08126215;0.053703704;2008
34;84;19.96511081;24.68994709;2013
35;17;20.20265567;3.874509804;2008
36;17;19.38981894;5.092810458;2014
37;26;19.94035043;2.824444444;2010
38;67;20.17131832;26.5;2008
39;28;19.69584171;2.496527778;2011
40;22.5;20.03552313;5.836805556;2010
41;72.25;20.16899703;11.27407407;2008
42;22.75;19.96472393;2.490277778;2010
47;45.75;18.37851232;2.809259259;2008
48;17;18.45666225;1.661393597;2009
49;11.75;19.06251771;6.115555556;2009
50;15.25;20.90407071;0.855555556;2008
51;129.5;17.79045338;0;2008
52;26;17.36024184;0;2010
55;13.5;21.12807474;1.269348659;2010
56;12.5;20.56516305;0.440277778;2012
57;10;21.1408418;1.258888889;2011
64;33.75;24.66068406;0;2008
65;15.25;24.16934534;0;2009
67;86.67;19.62078682;34.99351852;2011
79;47.5;20.85725812;68.28888889;2011
80;45;19.83241067;1.278888889;2010
84;62.5;21.09983243;4.843518519;2010
85;20;19.56623662;7.949042146;2010
89;17.5;20.85725812;0;2012
90;300;21.09944555;18.8125;2012
92;67.5;20.74390202;23.46203704;2011
93;25;21.40353392;15.48194444;2011
96;27.5;20.67581099;20.46018519;2010
103;30;21.41127154;12.19583333;2011
104;25;19.52677477;0.403703704;2011
106;40;20.29666772;30.40208333;2010
107;22.5;19.67030758;0.531481481;2008
109;127.5;20.80618984;29.58333333;2005
110;127.5;20.38062087;17.20707071;2014
111;123.33;20.10051912;30.31666667;2009
112;22.5;20.15042675;14.44259259;2010
115;37.5;20.00650706;12.07222222;2011
116;10;21.79350985;0;2011
117;35;20.42704658;0.555555556;2011
127;45;20.331487;0.760233918;2010
129;75;19.50549632;49.04861111;2009
136;32.5;17.73280813;0;2008
137;50.5;17.08826458;76.58888889;2009
138;30;16.7640584;22.11458333;2009
139;52.5;20.12334509;14.57083333;2008
151;60.75;18.7835766;15.60833333;2008
152;255;19.47686714;42.85641026;2007
154;495;18.64429948;65.44444444;2010
155;37.67;17.34167156;11.42152778;2009
156;30;19.55617772;6.393055556;2007
160;204.12;21.03483644;8.581234568;2006
161;204.12;19.25827944;15.13796296;2013
162;67.5;20.75009212;30.12287582;2006
163;67.5;19.02421651;6.476444444;2013
166;115;18.36884029;0;2010
167;50.5;18.98436778;48.89444444;2008
168;83.75;20.28157937;43.22083333;2006
169;70;18.90273591;1.066666667;2010
170;70;21.04102654;14.90666667;2007
171;70;19.47648026;15.59027778;2012
172;35;18.99636108;20.44088889;2012
173;87.5;19.40993674;33.34583333;2006
174;92.5;18.37038782;32.56944444;2008
175;32.5;19.61150168;45.61111111;2012
176;68.5;19.99335311;7.763333333;2006
177;68.5;18.3545257;10.39655172;2013
197;62;18.36497148;29.68533333;2009
198;62;19.11165158;7.731481481;2011
199;60;18.31583761;10.91111111;2009
200;70;21.48323138;27.85416667;2006
201;20;19.12171049;3.934444444;2012
202;32.5;18.41217095;8.669444444;2009
203;32.5;19.13022187;4.77962963;2011
204;105;18.90853912;36.1015873;2010
205;47.5;18.23265822;18.38333333;2008
206;13.33;20.54775341;0;2008
215;38.75;18.3727091;0;2008
222;140.33;19.18941464;12.05277778;2009
224;27.5;18.259353;40.20694444;2012
226;40;19.84092205;0.253703704;2010
228;21.75;18.00401162;11.00277778;2010
229;19.75;19.98484173;9.549074074;2010
230;67.5;18.92207995;7.051851852;2009
231;27.5;20.4467775;4.466666667;2008
232;45;20.43903989;6.131481481;2010
233;37.5;19.79681762;7.771296296;2011
234;26.33;19.89972794;6.813333333;2011
235;26.5;19.35693406;17.47685185;2009
236;19.33;19.55579084;0;2012
237;26.75;19.43663152;5.124661247;2009
238;28.25;19.45365428;1.298148148;2009
239;18;19.61382297;0;2012
240;20.75;19.5948658;12.24305556;2010
